ID_ARTIKEL,HTML,FULL_TEXT,TGL_TERBIT,TGL_CRAWL,JUDUL,URL,INFO_WHAT,INFO_WHERE,INFO_WHY,INFO_WHO,INFO_WHEN,INFO_HOW,LABEL
4679,"null","REPUBLIKA.CO.ID  LONDON---Kapten Liverpool dan timnas Inggris Steven Gerrard kemungkinan memerlukan operasi bahu pada akhir musim  kata klub Liga Utama Inggris itu  Rabu. Jika pemain 32 tahun itu menjalani operasi pada musim panas ia dapat absen pada pertandingan persahabatan Inggris melawan Irlandia di Wembley pada 29 Mei  dan saat Tim Tiga Singa bermain di Brazil pada 2 Juni  lapor Reuters.  Kelihatannya ia semakin dan semakin memerlukan operasi   kata pelatih tim pertama Mike Marsh kepada situs resmi klub (www.liverpoolfc.com).  Ia telah bermain dengan cedera bahu selama beberapa waktu. Kami akan berusaha mendapatkan saat yang tepat bagi dia untuk membenahi masalah itu.   Ini bukan saat yang ideal  ini akan memerlukan waktu bagi dia untuk sembuh... Jika itu memerlukan perbaikan  itu memerlukan perbaikan dan ketika ia kembali bugar  ia kembali bugar. Tidak banyak yang bisa kami lakukan tentang hal itu.  Sang gelandang  yang akan memainkan pertandingan testimonial melawan juara Yunani Olympiakos di Anfield pada 3 Agustus  telah mencetak sembilan gol liga pada musim ini.",2013-04-25,2013-04-25,"Steven Gerrard Siap Operasi Bahu","http://www.republika.co.id/berita/sepakbola/freekick/13/04/25/mls8dy-steven-gerrard-siap-operasi-bahu",null,null,null,null,null,null,"Olahraga"
5792,"null","Jakarta (ANTARA News) - Pemerintah Provinsi (Pemprov) DKI Jakarta siap menggelar Ujian Nasional (UN) untuk tingkat Sekolah Dasar (SD) dan sederajat di seluruh wilayah ibukota mulai 6 hingga 8 Mei 2013.  Minggu depan  mulai tanggal 6 sampai 8 Mei 2013  kita akan langsungkan UN untuk tingkat SD. Naskah soal akan tiba di Jakarta pada Sabtu (4/5)   kata Kepala Dinas Pendidikan (Disdik) DKI Jakarta  Taufik Yudi Mulyanto  di Balai Kota  Jakarta Pusat  Senin. Menurut Taufik  pengadaan naskah soal UN untuk SD dilakukan melalui lelang terbuka dan dimenangkan oleh PT Pura Bharuna yang berlokasi di Kudus  Jawa Tengah.  Jadi  nanti naskah soal dikirim langsung dari Kudus dan diperkirakan tiba di Jakarta pada Sabtu (4/5) pagi sekitar pukul 06.00 WIB dan langsung didistribusikan ke rayon-rayon. Naskah soal UN untuk SD di Jakarta menjadi tanggung jawab Disdik DKI   ujar Taufik. Berdasarkan data Disdik DKI  jumlah peserta yang akan mengikuti UN tahun ini adalah 153.449 siswa  dengan rincian 141.076 siswa SD dan 12.373 siswa Madrasah Ibtidaiyah (MI). Selain itu  Disdik DKI juga mencatat sebanyak 3.548 sekolah siap menggelar UN di Jakarta dengan rincian 3.060 SD dan 488 sekolah MI.  Sampai dengan saat ini  kita belum menerima laporan terkait adanya siswa yang terjerat masalah hukum dan terpaksa mengikuti UN di lembaga pemasyarakatan (LP). Kami berharap ini tidak terjadi   tutur Taufik. Taufik menambahkan  pihaknya mencatat sebanyak 126 siswa dari 18 SD Luar Biasa (SDLB) akan mengikuti UN tahun ini  dengan rincian 125 siswa tuna rungu dan satu siswa tuna netra. Disamping itu  UN juga akan diikuti oleh 29 siswa dari 15 sekolah yang menyediakan kebutuhan khusus atau inklusif  seperti tuna netra  low vision  slow learner dan autis.",2013-04-29,2013-04-29,"DKI siap gelar UN SD","http://www.antaranews.com/berita/371905/dki-siap-gelar-un-sd",null,null,null,null,null,null,"Pendidikan"
12533,"null","JAKARTA - Asosiasi Pemerintah Kabupaten Seluruh Indonesia (Apkasi) terus berupaya melakukan penyempurnaan dalam hal penataan otonomi daerah. Apkasi merasa memiliki perhatian  kepedulian dan tanggung jawab moral terhadap otonomi daerah yang baru dilaksanakan selama 14 tahun di Indonesia. Sebagai bentuk kepedulian itu  asosiasi yang dipimpin Isran Noor ini menggelar sayembara nasional penulisan otonomi daerah yang diikuti sekira tiga ribu siswa SMA dan sederajat seluruh Indonesia. Ketua Umum Apkasi Isran Noor mengatakan  sayembara yang dimulai pada 1 Februari dan berakhir pada tanggal 31 Maret 2013 lalu ini diadakan guna mendengarkan aspirasi mengenai otonomi daerah dari para siswa dan mahasiswa di seluruh Indonesia. “Rekomendasi maupun pandangan dari karya tulis ilmiah ini akan kami ambil untuk menjadi bahan rujukan dalam implementasi otonomi daerah  karena apa yang mereka tuangkan dalam karya tulis itulah yang mereka rasakan dalam kehidupan sehari-hari dalam pelaksanaan otonomi daerah selama ini ” kata Isran dalam keterangannya  Sabtu (15/6/2013). Dijelaskannya  pelaksanaan sistem otonomi daerah dan desentralisasi mengundang banyak tanggapan  anggapan  respons dan tantangan  bahkan kritik dari masyarakat. Namun  diakuinya  otonomi daerah telah berjalan sukses dan dirasakan manfaatnya langsung oleh masyarakat. “Otonomi daerah bukan keinginan dari penguasa  namun merupakan tuntutan dari demokrasi dan yang paling penting adalah merupakan merupakan komitmen dan amanah untuk menyejahterakan bangsa ini ” imbuhnya. Menurutnya  dalam sistem sentralisasi hampir semua orang menyatakan masalah kebebasan yang tersumbat dan banyak hal yang tidak dapat dinikmati oleh masyarakat daerah. Dengan adanya otonomi daerah masyarakat di kabupaten/kota dan provinsi  lanjut dia maka masyarakat bebas menentukan arah dan keinginan pembangunan di daerah-daerah mereka.  Bahkan kini mereka dapat memilih langsung kepala daerahnya  ini adalah salah satu manfaat dan hak asaasi serta hak demokrasi seluruh rakyat demokrasi di setiap daerah  terlepas dari banyaknya permasalahan dan problema di lingkungan social  ini adalah salah satu manfaat dari adanya otonomi daerah ” terang dia. Sementara itu  ketua panitia kegiatan ini  Sofyan Hasdam mengatakan  Indonesia pernah merasakan sentralistik yang seluruhnya dikendalikan oleh pusat. “Ini sangat menyulitkan bagi kehidupan didaerah-daerah dan hal ini juga dirasakan oleh para guru  dan dengan berjalannya otonomi daerah saya rasa banyak hal-hal yang berubah ke arah yang lebih baik ” kata Sofyan yang juga mantan Wali Kota Bontang ini.",2013-06-16,2013-06-16,"Apkasi Gelar Lomba Karya Tulis soal Otonomi Daerah","http://news.okezone.com/read/2013/06/15/337/822562/apkasi-gelar-lomba-karya-tulis-soal-otonomi-daerah",null,null,null,null,null,null,"Politik"
2213,"null","TEMPO.CO  Jakarta - Komisi Pemberantasan Korupsi mengamankan uang Rp 800 juta dalam operasi tangkap tangan  Selasa 16 April 2013. Juru bicara KPK Johan Budi SP mengatakan  uang yang ada di tas besar seperti ransel itu diduga terkait dengan penangkapan tujuh orang di rest area Sentul  Bogor  Jawa Barat. ”Tadi sekitar pukul 17.00 WIB terjadi serah terima sejumlah uang di rest area di Sentul ” ujar Johan dalam keterangan pers di kantornya. KPK telah mengamankan ketujuh orang yang berinisial STT  direktur PT GP dan sopirnya; W  seorang swasta tapi bukan dari PT GP; N diduga ada kaitannya dengan PT GP; U  salah satu staf di Pemerintah Kabupaten Bogor dan sopirnya  W; serta I dari kalangan swasta. ”Serah terima sejumlah uang dari STT dan N yang diberikan kepada U ” kata Johan. Dalam operasi ini  kata Johan  KPK juga mengamankan dua mobil  salah satunya Toyota Rush. Mobil inilah  dia melanjutkan  yang dipakai oleh STT dan juga U serta N. ”Di lokasi rest area itu sudah STT  W  N  I  dan I ” kata Johan. Menurut dia  hasil pemeriksaan sementara terhadap ketujuh orang itu  pemberian uang itu berkaitan dengan pengurusan izin lokasi tanah di kabupaten Bogor. ”Informasi ini diperoleh sejak kemarin berkaitan usaha PT GP untuk memperoleh izin lokasi tanah ” kata dia. Namun  Johan belum bisa menjelaskan izin lahan tersebut bakal digunakan untuk pembangunan pabrik atau proyek apa di Kabupaten Bogor Saat itu  dia melanjutkan  ketujuh orang yang diamankan komisi antirasuah itu sedang diperiksa. ”Statusnya terperiksa ” kata dia. Seusai diperiksa 1 x 24 jam  Johan mengatakan  barulah akan diputuskan status mereka. ”Jadi mohon bersabar  tunggu 1x24 jam baru besok kami bisa disampaikan secara detail.”  ",2013-04-16,2013-04-16,"KPK Temukan Rp 800 Juta Terkait Suap di Bogor","http://www.tempo.co/read/news/2013/04/16/078473888/KPK-Temukan-Rp-800-Juta-Terkait-Suap-di-Bogor",null,null,null,null,null,null,"Hukum dan Kriminal"
2530,"null","Metrotvnews.com  Jakarta: Puluhan pedagang dan mahasiswa dipukul mundur aparat dalam penggusuran kios pedagang di Stasiun Pasar Minggu  Jakarta Selatan  Kamis (18/4). Seorang pedagang mengalami dislokasi (pergeseran) engsel lengan kiri dan seorang mahasiswa lebam di mata kirinya akibat pukulan aparat. Peristiwa terjadi sekitar pukul 08.00 WIB saat puluhan pedagang dan mahasiswa yang tergabung dalam BEM Universitas Indonesia  itu berupaya mempertahankan kios agar tidak digusur oleh tim gabungan dari PKD  Satpol PP dan Polsek Pasar Minggu. Korban bernama Ucok. Pria berusia 37 tahun itu terlibat baku pukul dengan tiga petugas PKD saat berupaya mempertahankan kiosnya. Ucok langsung dilarikan ke Rumah Sakit Siaga Raya  tak jauh dari lokasi. Ia mengalami dislokasi engsel lengan kiri. Sementara itu  tiga mahasiswa UI dipukul dan ditendang petugas. Mereka sempat ditahan di ruang Kepala Stasiun (KS) Pasar Minggu bersama 17 pedagang lainnya. Ketiga korban adalah Robie Kholilurrahman  Mitrardi Sangkoyo  dan Fadel Muhammad.  Saya di barisan paling depan bersama pedagang. Lalu saya ditarik sama (petugas) PKD  dipukul dan ditendang. Saya berdiri dan balik ke lokasi  terus saya dibawa ke kantor (ruang) KS dan diinterogasi   ungkap Mitrardi  mahasiswa FISIP UI  19 tahun.  Kemudian  dua rekan mahasiswa dan 17 pedagang lainnya juga dibawa ke ruang KS setelah mendapat pukulan dan tendangan aparat.  PKD mendorong pedagang dan barisan massa. Saya ditarik  dipukul di rel dan ditendang   ungkap Robie  20 tahun  yang mengalami lebam di mata bagian kirinya akibat dipukul aparat. Hal serupa juga dialami Fadel  18 tahun. Ia mengaku dipukul aparat saat berupaya bertahan bersama pedagang agar penggusuran ditunda. BEM UI dan Lembaga Bantuan Hukum Jakarta sempat mendampingi pedagang untuk bernegosiasi dengan pihak PT KAI dan Komandan Tim Penggusuran  Drajat.  Kami coba negosiasi ke PT KAI dan pak Drajat selaku komandam tim penggusuran untuk mencari solusi. Kami minta penggusuran ditunda  tapi pak Drajat sudah terlalu arogan dan tidak mau (diajak) bicara baik-baik   kata Wakil Ketua BEM UI  Azhar Nurun Ala. LBH Jakarta sendiri mengatakan penggusuran ini bentuk arogansi PT KAI yang mengabaikan permintaan penundaan penggusuran yang dikeluarkan oleh Komnas HAM sebanyak tiga kali. Lantaran  penggusuran ini tidak membuahkan solusi komprehensif kepada kedua belah pihak.  Hak atas pekerjaan dan penghidupan yang layak dibaikan. Kami (LBH Jakarta) mengecam keras PT KAI yang menggusur pedagang kecil tanpa solusi komprehensif   kata Pengacara publik LBH  Handika Febrian.",2013-04-18,2013-04-18,"Aparat Lukai Pedagang di Stasiun Pasar Minggu","http://www.metrotvnews.com/metronews/read/2013/04/18/5/147639/Aparat-Lukai-Pedagang-di-Stasiun-Pasar/",null,null,null,null,null,null,"Hukum dan Kriminal"
16217,"null","REPUBLIKA.CO.ID  YOGYAKARTA -- Meski masuk musim kemarau  namun curah hujan di wilayah DIY masih cukup tinggi. Bahkan hujan diperkirakan masih akan terjadi hingga lebaran mendatang. Kasie data dan informasi Badan Metereologi Klimatologi dan Geofisika DIY  Tony Agus Wijaya mengatakan  ganguan cuaca janga panjang yang terjadi di wilayah DIY dan sekitarnya menyebabkan kemarau tahun ini menjadi kemarau basah.  Suhu permukaan air laut di wilayah sekitar DIY naik sehingga banyak awan yang terkumpul di sekitar DIY. Itu sebabnya curah hujan meningkat   ujarnya  Rabu (10/7). Peningkatan curah hujan tersebut menurutnya mencapai 15 persen dari curah hujan normal di musim kemarau.  Ini harus diwaspadai oleh masyarakat yang akan mudik lebaran  karena potensi hujan cukup besar   katanya menjelaskan. Meski meningkat namun intensitas hujan di DIY masih tergolong ringan dan sedang. Namun jika terjadi gangguan cuaca jangka pendek seperti saat ini maka curah hujan bisa mencapai intensitas 50 milimeter dalam sehari. Saat ini gangguan cuaca jangka pendek ini adalah adanya badai badai tropis di Selatan Fhilipina. Badai ini berpengaruh pada kecepatan angin  gelombang air laut dan juga kumpulan awan di atas langit DIY. Akibat pengaruh gangguan jangka pendek ini kecepatan angin di DIY mencaoai 35 kilometer per jam. Tinggi gelombang laut juga mencapai 3 meter. Gangguan cuaca ini diperkirakan hanya terjadi hingga akhir pekan ini. Meski potensi hujan masih besar tetapi suhu udara di Kota Yogyakarta masih normal hingga lebaran nanti. Suhu udara maksimal pada siang hari rata-rata 31 derajat dan minimum pada dini hari 23 derajat celsius.  Tetapi saat matahari terik tanpa awan suhu udara siang hari maksimal bisa mencapai 35 derajat   katanya menambahkan. Sementara itu Kepala Badan Penanggulangan Bencana Daerah (BPBD) Kota Yogyakarta  Haryo Yudo mengatakan  saat ini pihaknya tengah melakukan pemetaan ulang daerah rawan bencana di Kota Yogyakarta. Selama ini  kata dia  daerah rawan bencana seperti banjir dan longsor hanya dipetakan di wilayah sekitar tiga sungai besar di Yogya yaitu Kali Code  Kali gadjah Wong dan  Winongo.  Padahal ada daerah lain yang juga rawan seperti di Kali Belik  Kali Manunggal dan Kali Buntung   katanya menjelaskan. Pemetaan ini  kata dia  bekerja sama dengan BPBD Provinsi DIY. BPBD sendiri kata dia  merupakan badan baru di Pemkot Yogyakarta. Kewaspadaan terhadap bencana menurutnya tidak hanya untuk banjir  tanah longsor saja tetapi juga pohon tumbang dan kebakaran.  Muaranya kita berharap masyarakat tanggap secara mandiri menghadapi bencana sebagai cikal bakal munculnya komunitas atau masyarakat tangguh bencana   katanya menambahkan.",2013-07-10,2013-07-10,"DIY Berpotensi Hujan Hingga Lebaran","http://www.republika.co.id/berita/nasional/jawa-tengah-diy-nasional/13/07/10/mppy1e-diy-berpotensi-hujan-hingga-lebaran",null,null,null,null,null,null,"Bencana dan Kecelakaan"
16042,"null","Bandung (ANTARA News) - Pecatur nasional Grand Master Wanita (GMW) Irene Kharisma Sukandar dipastikan batal pindah ke Jawa Timur setelah PB Percasi dan KONI Jabar melakukan pertemuan membahas terkait kasus mutasi atlet itu.   Ya...KONI Jabar sudah bertemu dengan PB Percasi terkait masalah Irene  intinya PB Percasi menyatakan Irene atlet Jawa Barat   kata Ketua Umum KONI Jawa Barat H Azis Syarif di Bandung  Selasa. Pertemuan yang berlangsung di sebuah hotel di Kota Bandung itu dihadiri oleh Ketua PB Percasi Hasyim Djojohadikusumo  Wakil Ketua PB Percasi Utut Adianto  Ketua KONI Jabar H Azis Syarif  Ketua II KONI Jabar M Yudha Saputra  Ketua Pengda Percasi Jabar Syarif Bastaman serta orang tua Irene  Singgih H. Dalam pertemuan itu  kata Azis  memastikan tidak ada kepindahan Irene ke Jawa Timur meski sebelumnya atlet nasional itu telah melakukan penandatanganan kerja sama dengan KONI Jatim pada 2012 serta mendapat bantuan dana pembinaan.  Dalam pertemuan itu sudah jelas posisinya  Irene tetap atlet Jawa Barat dan akan memperkuat dalam berbagai kejuaraan dan PON XIX/2016   kata Azis Syarif. Terlepas dari gagalnya kepindahan Irene ke Jawa Timur  kata Azis Syarif  KONI Jabar tidak merasa menang karena yang terpenting aturan main telah ditegakkan dan semuanya bisa menerimanya  termasuk atlet yang bersangkutan.  Bukan kalah menang dalam hal ini  namun hal yang baru terjadi itu harus menjadi pelajaran bersama  kepindahan atlet itu harus ditempuh melalui mekanisme yang benar. KONI Jabar selama ini memperjuangkan karena selama ini turut memberi dukungan dan membina Irene Kharisma   kata Azis. Terkait kewajiban atlet yang bersangkutan mengembalikan dana kepada KONI Jatim  kata Azis  menjadi tanggung jawab atlet yang bersangkutan. Namun ia mengapresiasi PB Percasi yang menyatakan siap mendukung Irene Kharisma dalam berbagai kegiatan.  Kami apresiasi semua pihak bisa melihat permasalahan ini sesuai dengan yang seharusnya  sesuai mekanisme. Dan ke depan Irene akan menjadi tumpuan dan harapan Jabar termasuk di ajang PON XIX/2016   kata Azis Syarif. Kasus kepindahan Irene ke Jawa Timur  sebelumnya mendapat penolakan dari KONI Jawa Barat yang menganggap kerja sama yang dijalin antara KONI Jatim dan Irene sebelum pelaksanaan PON XVIII/2012 itu menyalahi aturan mutasi atlet. KONI Jabar akhirnya membawa kasus itu ke Badan Arbitrase Olahraga Indonesia (Baori)  bahkan melaporkan Irene ke Polda Jabar dengan aduan penggelapan dana yang diterima dari KONI Jabar. Terkait kemungkinan KONI Jabar menarik pengaduan dan persidangan di BAORI  menurut Azis Syarif  sangat memungkinkan untuk ditarik kembali. Namun saat ini belum dilakukan karena belum tertuang dalam perjanjian.  Pengaduan itu kemungkinan ditarik kembali  namun masih akan dilakukan perjanjian terlebih dahulu. Yang jelas kami sudah mendapat kejelasan terkait atlet itu   kata Ketua Umum KONI Jabar itu. Sementara itu Sekum Pengda Percasi Jabar Dicky Irfan menyatakan lega dengan keputusan yang diambil oleh PB Percasi terkait atlet Irene Kharisma.  Kami menyambut baik keputusan dari PB Percasi itu  bagaimanapun Irene merupakan aset berharga bagi Jabar  sangat potensial   kata Dicky Irfan.",2013-07-09,2013-07-09,"Pecatur Irene batal pindah ke Jatim","http://www.antaranews.com/berita/384407/pecatur-irene-batal-pindah-ke-jatim",null,null,null,null,null,null,"Olahraga"
7519,"null","Metrotvnews.com  Jakarta: Sekolah Islam Terpadu (SIT) Fajar Hidayah berupaya memberi pemahaman secara langsung kepada siswanya tentang kebudayaan negara asing dengan mengundang sejumlah duta besar ke sekolah di kawasan Kota Wisata Cibubur  Jakarta Timur tersebut.  Ya  siswa SIT Fajar Hidayah kita kenalkan dengan para duta besar asing secara langsung untuk memberi pemahaman dan memperkenalakan sekolah kami kepada kedutaan asing di Jakarta. Hal ini menjadi salah pelajaran penting agar siswa mendapat pengetahuan tentang kebudayaan negara lain serta memancing pendalaman ilmu dunia internasional secara lebih konkret   kata pimpinan dan pendiri SIT Fajar Hidayah  Draga Rangkuti di sela sela acara Kuwait Day di sekolah itu  Minggu (5/5). Acara tersebut dihadiri Dubes Kuwait untuk Indonesia Nasser Barehl Shaher Al Enezi dan Wakil Menteri Bidang Wakaf Kuwait Mutiaq Al Qarawy  Presiden Direktur SIT Fajar Hidayah Mirdas Eka Yora dan undangan lainnya. Selain itu  ratusan pelajar SIT Fajar Hidayah serta orangtua murid juga hadir menyambut antusias acara tersebut. Menurut Draga  para dubes negara asing yang pernah hadir di SIT Fajar Hidayah antara lan Dubes Mesir  Dubes Qatar  Arab Saudi  Singapura  Jepang  Slowakia  Hongaria  dan Filipina. Setiap kedatangan dubes asing itu para siswa diperkenalkan dengan jenis kebudayan asing  dalam kesempatan itu ditampilkan makanan khas Kuwait.   Nah dengan pertemuan seperti ini wawasan anak Indonesia menjadi bertambah terhadap negara di luar kita   cetus Draga. Dalam kesempatan itu  sejumlah siswa juga diberi kesempatan melakukan dialog secara langsung dengan para dubes  khusus dengan dubes Kuwait siswa bertanya langsung melalui bahasa Arab dan Inggris. Dubes Kuwait Nasser Bareh menyatakan pihaknya merasa bahagia dengan pertemuan itu untuk memupuk silaturahmi dan memupuk persaudaraan kedua negara lebih meningkat.  Peran pelajar Indonesia amat penting untuk menambah pemahaman kedua negara dalam meningkatkan hubungan baik   kata Nasser. Seusai acara silaturahim Dubes Kuwait menandatangani pemberian bantuan senilai Rp2 miliar untuk pembangunan gedung Darul Aitam bagi 200 anak yatim piatu yang akan dibangun di tanah wakaf SIT Fajar Hidayah seluas 2.200 meter persegi.  Bantuan Dubes Kuwait dan Kementerian Wakaf Kuwait ini tentu amat berarti bagi 200 yatim yang akan kami sekolahkan secara gratis di SIT Fajar Hidayah   kata Draga Rangkuti.",2013-05-06,2013-05-06,"SIT Fajar Hidayah Hadirkan Dubes Beri Pemahaman Siswa Budaya Negara Asing","http://www.metrotvnews.com/metronews/read/2013/05/05/3/151351/SIT-Fajar-Hidayah-Hadirkan-Dubes-Beri/",null,null,null,null,null,null,"Sosial Budaya"
17310,"null","REPUBLIKA.CO.ID  JAKARTA -- Pemerintah melalui Kementrian Perhubungan akan segera mengambil langkah antisipasi mengurangi kemacetan di sepanjang jalur mudik. Salah satunya caranya dengan melarang truk pengangkut barang berat melintas di jalur mudik mulai H-4 Lebaran.  Hanya kendaraan pengangkut orang dan kebutuhan pokok masyarakat saja yang melintas   kata Direktur Jenderal Perhubungan Darat Kementerian Perhubungan (Kemenhub)  Suroyo Aliemoeso dalam diskusi `Peliknya Manajemen Mudik` di Cikini  Jakarta  Sabtu (20/7). Suroyo mengatakan  larangan kendaraan berat melintas di jalur mudik juga dimaksudkan mengurangi tingkat kecelakaan. Sebab  laju kendaraan berat cenderung lambat sehingga memancing pengguna jalan lain mendahului lewat sisi jalur berlawanan arah.  Aturan ini sudah berjalan empat tahun   ungkapnya. Pernyataan Suroyo diamini Direktur Bina Pelaksanaan Wilayah II Direktorat Jendral Bina Marga Kementerian Pekerjaan Umum  Winarno  Ia berpendapat kendaraan bermuatan berat kerap membuat macet karena berjalan lambat dan berhenti sembarangan. Karenanya  ia meminta para pengemudi truk memiliki kesadaran berhenti pada tempatnya.  Baik berhenti istirahat atau mogok   ujarnya. Menurut Winarno  kemacetan yang disebabkan truck mogok biasanya sulit diatasi. Apalagi kalau truk mogok di jalan satu jalur.  Kalau jalurnya hanya satu bahu jalan dipakai parkir kita sulit untuk membukanya (macet)   tutupnya.",2013-07-20,2013-07-20,"Truk Barang Dilarang Melintasi Jalur Mudik H-4","http://www.republika.co.id/berita/nasional/umum/13/07/20/mq8744-truk-barang-dilarang-melintasi-jalur-mudik-h4",null,null,null,null,null,null,"Hukum dan Kriminal"
14782,"null","TEMPO.CO  Surabaya - Presiden Susilo Bambang Yudhoyono meminta perwira TNI dan Polri tak masuk dalam generasi video games.  Habis waktunya bermain video games   kata Presiden saat memberikan pembekalan kepada calon perwira remaja TNI-Polri di gedung Graha Samudera  Bumimoro  Surabaya  Senin malam  1 Juli 2013. Menurut dia  jika menjadi bagian dari generasi video games  seorang perwira akan larut dalam permainan itu.  Kalian tidak bisa berkomunikasi  berinteraksi  dengan atasan  kawan  ataupun anak buah. Itu tidak boleh terjadi   ujar Presiden. Dia mengatakan  peperangan sebenarnya jauh lebih kompleks dan rumit dibandingkan permainan simulasi di video games. SBY justru meminta calon perwira membangun dan mengembangkan kemampuan masing-masing.  Mulai sekarang  asahlah kemampuan dan wawasan kalian   ucapnya. Dia tak ingin seorang calon perwira yang sudah lulus akademi memiliki pikiran telah menguasai segala hal.  It is only the beginning. Masih panjang perjalanan kalian.  Menurut SBY  pelantikan sebagai perwira merupakan awal untuk membangun dan mengembangkan kemampuan mereka. Apalagi saat ini mereka hidup di era modern.  Oleh karena itu  betul-betul kuasai ilmu pengetahuan dan teknologi mulai dari sekarang   kata dia.",2013-07-02,2013-07-02,"SBY: Perwira TNI Jangan Jadi Generasi Video Games","http://www.tempo.co/read/news/2013/07/02/078492723/SBY-Perwira-TNI-Jangan-Jadi-Generasi-Video-Games",null,null,null,null,null,null,"Teknologi dan Sains"
4928,"null","Yogyakarta (ANTARA News) - Indonesia perlu menggalakkan kembali prinsip demokrasi ekonomi untuk menjaga keberlanjutan perekonomian berdasarkan prioritas kesejahteraan rakyat  kata Pakar Ekonomi Kerakyatan Universitas Gadjah Mada Yogyakarta  Revisond Baswir.  Di tengah hegemoni perekonomian kapitalis yang saat mulai berimbas kepada perekonomian di Indonesia. Perlu digelorakan kembali demokrasi ekonomi yang pernah dipraktikkan para pendiri bangsa   katanya saat menjadi pembicara dalam seminar  Peringatan Konferensi Asia Afrika (KAA) Ke-58  Demokrasi Ekonomi di Asia: Peluang dan Tantangan  di Yogyakarta  Kamis. Dalam implementasi demokrasi ekonomi  kata dia  kemakmuran diprioritaskan bagi masyarakat luas bukan hanya orang per orang. Dalam konteks tersebut pencapaian kemakmuran  diterapkan dengan prinsip kebersamaan. Pemulihan kembali ekonomi demokrasi di Indonesia  kata dia   saat ini dapat kembali diupayakan antara lain melalui penyegaran kembali koperasi  perjuangan buruh   serta perbaikan sistem perekonomian negara. Sebenarnya  kata dia  Indonesia telah lebih dahulu mencanangkan semangat sistem ekonomi demokrasi dibandingkan negara-negara lain melalui Pasal 33 ayat 1 UUD 1945. Dalam pasal yang disusun pada era Bung Karno tersebut dijelaskan bahwa perekonomian diupayakan sebagai usaha bersama berdasarkan atas asas kekeluargaan dalam rangka mewujudkan ekonomi kerakyatan atau demokrasi ekonomi.  Di saat negara lain masih membahas demokrasi ekonomi   negara kita telah mencantumkannya ke dalam konstitusi   kata Kepala Pusat Studi Ekonomi Kerakyatan UGM ini. Menurut Baswir  melalui Pasal 33 tersebut hingga saat ini  harga bahan bakar minyak masih dikendalikan penuh oleh negara. Sehingga  Undang-Undang (UU) Migas yang justru bertentangan dengan semangat demokrasi ekonomi tersebut bisa dihapuskan.  Dengan Pasal 33 demokrasi ekonomi bisa diwujudkan. UU migas yang menyerahkan penentuan harga BBM pada mekanisme pasar bisa dihapuskan  katanya. Namun demikian  kata dia  implementasi demokrasi ekonomi tidak akan dapat diwujudkan apabila justru Indonesia menganut sistem ekonomi kapitalis yang hanya mempertimbangkan profit berdasarkan kepentingan segelintir pihak saja.  Padahal dengan hanya bertumpu pada orientasi kapitalis tanpa mementingkan kepentingan perekonomian rakyat sesuai yang diatur Pasal 33   pemerintah kita bisa dikatakan inkonstitusional   katanya. (KR-LQH/H008)",2013-04-25,2013-04-25,"Pakar: Indonesia perlu galakkan kembali demokrasi ekonomi","http://www.antaranews.com/berita/371336/pakar-indonesia-perlu-galakkan-kembali-demokrasi-ekonomi",null,null,null,null,null,null,"Bisnis dan Ekonomi"
4458,"null","Jakarta (ANTARA News) - Solois Marcell Siahaan mengeluarkan album baru yang berisi aransemen ulang lagu-lagu terkenal tahun 2000an.  Platinum Playlist  berisi 13 lagu yang berjaya tahun 1995-2005. Marcell memilih tahun itu karena pada periode itu lah terjadi banyak hal dalam hidupnya.  Saya merasa dekat dengan lagu-lagu itu. Soundtrack hidup saya   kata Marcell saat peluncuran albumnya di gerai KFC  Blok M  Jakarta Selatan. Dalam album ini  Marcell antara lain menyanyikan  Demi Waktu  milik grup band Ungu   Hampa  (Ari Lasso)   Tentang Seseorang  (Anda Perdana)  dan  Mau Dibawa Ke Mana  (Armada). Video klip single pertama  Kini  yang awalnya dipopulerkan oleh Rossa pun telah beredar.  Image lagu memang seputar cinta. Ada juga yang sedikit berirama dance  kebanyakan pop  pop-nya saya   tuturnya. Semua lagu yang dimasukkan ke dalam album cover version pertamanya ini merupakan kesukaan Marcell. Ia berkata rencana untuk membuat album ini pun telah ada sejak ia membuat album keduanya.  Mind set saya  ini tribut untuk penampil yang saya idolakan. Tribute jadi harus all out.   Ini cara saya untuk menghormati musisi   tambahnya.",2013-04-24,2013-04-24,"Marcell luncurkan album  cover version ","http://www.antaranews.com/berita/371102/marcell-luncurkan-album-cover-version",null,null,null,null,null,null,"Hiburan"
